dockp01g,64,64,,bunk09,64,64,,com08,32,32,,cath19,16,16,,clone04,32,64,,arb47,64,64,,expf09,64,64,,fire109,64,64,,exp_med04,32,32,,elev12,64,32,,fire107,64,64,,fire108,64,64,,cratersand,64,64
dockp01j,64,64,,bunk10,64,64,,comstat16,128,128,,cath21,32,32,,clone05,32,32,,arb49,64,64,,expf10,64,64,,fire110,64,64,,exp_med05,32,32,,elev14,64,64,,fire108,64,64,,fire109,64,64,,erfpgscl,32,64
dockp01k,16,16,,bunk11,64,64,,comstat20,128,128,,cath22,64,64,,clone06,256,64,,arb60,64,64,,expf11,64,64,,fire111,128,128,,exp_med06,32,32,,erfpgscl,32,64,,fire109,64,64,,fire110,64,64,,exb01,64,64
dockp01l,16,16,,bunker1,64,64,,cone1,128,128,,cath23,32,32,,clone07,32,64,,arb63,32,32,,expflash,64,64,,fire112,128,128,,exp_med07,32,32,,exb01,64,64,,fire110,64,64,,fire111,64,64,,exg01,64,64
dockp01m,32,32,,bunker2,64,64,,cone10,64,64,,cath24,64,64,,clone08,64,32,,arb65,32,32,,exp_med01,16,16,,firing01,64,64,,exr01,64,64,,exg01,64,64,,fire111,64,64,,fire112,64,64,,exhaust,32,32
dockp01n,64,64,,bunker3,64,64,,cone11,64,64,,cath25,32,32,,clone09,64,8,,arb66,32,32,,exp_med02,16,16,,firing03,64,64,,exy01,64,64,,exhaust,32,32,,fire112,64,64,,firing01,32,32,,expf01,64,64
dockp01o,64,64,,bunker4a,32,32,,cone12,128,128,,cath26,128,64,,clone10,64,32,,arb67,64,64,,exp_med03,32,32,,firing05,64,64,,fire101,64,64,,expf01,64,64,,firing01,32,32,,firing03,32,32,,expf02,64,64
dockp01p,16,16,,burst1,32,32,,cone2,64,64,,cath27,64,64,,clone11,64,8,,arb68,32,32,,exp_med04,32,32,,flareblue,128,128,,fire102,64,64,,expf02,64,64,,firing03,32,32,,firing05,32,32,,expf03,64,64
dockp01q,16,16,,bxxpld,16,16,,cone3,32,32,,cath28b,32,64,,clone12,32,32,,arb70,32,32,,exp_med05,32,32,,flarefirey,128,128,,fire103,64,64,,expf03,64,64,,firing05,32,32,,flareblue,64,64,,expf04,64,64
dockp01r,16,16,,bzzt01,32,32,,cone4,64,64,,cath29,32,64,,cloneund2,128,128,,arb73,64,64,,exp_med06,32,32,,freonammo,32,64,,fire104,64,64,,expf04,64,64,,flareblue,64,64,,flarefirey,64,64,,expf05,64,64
dockp01s,32,32,,bzzt03,32,32,,cone6,32,32,,chem01,128,128,,clonewin8,32,64,,arb75b,64,64,,exp_med07,32,32,,freon_fo,64,64,,fire105,64,64,,expf05,64,64,,flarefirey,64,64,,freonammo,32,64,,expf06,64,64
dockp01t,32,32,,bzzt05,32,32,,cone7,64,64,,chem03,128,64,,clonflor,64,64,,arb87,64,64,,exr01,64,64,,grey,16,16,,fire106,64,64,,expf06,64,64,,freonammo,32,64,,freon_fo,64,64,,expf07,64,64
dockp01u,64,64,,cab01b,64,64,,cone8,64,64,,chem04,128,128,,clonpowr,128,64,,arb88,64,64,,exy01,64,64,,gun_fre1,64,128,,fire107,64,64,,expf07,64,64,,freon_fo,32,32,,grass1,128,128,,expf08,64,64
dockp01v2,64,64,,cab01c,16,16,,cone9,32,32,,chem05,128,64,,clship01,128,128,,arb93,32,32,,fire101,64,64,,gun_nap1,64,128,,fire108,64,64,,expf08,64,64,,grey,16,16,,grey,16,16,,expf09,64,64
dockp01v4,16,16,,cab01d,32,32,,crate01,64,64,,chem06,128,64,,clship02,64,128,,arb94,64,64,,fire102,64,64,,gun_nap4,32,64,,fire109,64,64,,expf09,64,64,,gun_fre1,64,128,,gun_fre1,64,128,,expf10,64,64
dockp01v5,16,16,,cab01e1,64,64,,crate02,64,64,,chem07,128,32,,clship03,128,128,,arb95,32,32,,fire103,64,64,,gun_nap5,32,16,,fire110,64,64,,expf10,64,64,,gun_nap1,64,128,,gun_nap1,64,128,,expf11,64,64
dockp01v6,32,32,,cab01e2,64,64,,crate03,64,64,,chem07a,128,32,,clship04,64,128,,arb96,32,32,,fire104,64,64,,gun_son1,64,128,,fire111,64,64,,expf11,64,64,,gun_nap4,32,64,,gun_nap4,32,64,,expflash,64,64
dockp01w1,128,64,,cab01e3,32,32,,crate04,64,64,,chem07b,128,32,,com01,128,32,,arb99,32,32,,fire105,64,64,,gun_son2,64,64,,fire112,64,64,,expflash,64,64,,gun_nap5,32,16,,gun_nap5,32,16,,exp_med01,16,16
drone01,16,32,,cab01e5,64,64,,crate05,64,64,,chem08,32,16,,com02,32,32,,arcgun01,16,32,,fire106,64,64,,gun_son3,64,64,,firing01,32,32,,exp_med01,16,16,,gun_son1,64,128,,gun_son1,64,128,,exp_med02,16,16
drone02,16,32,,cab01e6,32,32,,crate06,64,64,,chem09,128,32,,com03,32,32,,arcgun02,16,32,,fire107,64,64,,heatshm1,64,128,,firing03,32,32,,exp_med02,16,16,,gun_son2,64,64,,gun_son2,64,64,,exp_med03,32,32
drone03,8,32,,cab01e7,16,16,,crate07,64,64,,chem10,128,64,,com04,32,32,,arcs01,64,64,,fire108,64,64,,heatshm2,64,128,,firing05,32,32,,exp_med03,32,32,,gun_son3,64,64,,gun_son3,64,64,,exp_med04,32,32
drone04,16,32,,cab01e8,32,32,,crate08,64,64,,chem11,64,64,,com05,32,32,,arcs02,64,64,,fire109,64,64,,heatshm3,64,128,,flag0000,64,32,,exp_med04,32,32,,hand1,16,32,,hand1,16,32,,exp_med05,32,32
drone05,32,32,,cab01f,64,64,,crate09,64,64,,chem12,128,64,,com06,64,16,,arcs03,32,32,,fire110,64,64,,hovchp01,32,64,,flareblue,64,64,,exp_med05,32,32,,hand2,16,16,,hand2,16,16,,exp_med06,32,32
drone06,32,32,,cab02a,64,64,,crate10,64,64,,chem13,64,64,,com07,16,16,,arcs04,32,32,,fire111,64,64,,hovchp02,16,16,,flarefirey,128,128,,exp_med06,32,32,,heatshm1,64,128,,heatshm1,64,128,,exp_med07,32,32
drone07,32,32,,cab02b,32,32,,crate11,64,64,,chem14,128,32,,com08,32,32,,arcs05,64,16,,fire112,64,64,,hovr,64,128,,freonammo,32,64,,exp_med07,32,32,,heatshm2,64,128,,heatshm2,64,128,,exr01,64,64
drone08,64,64,,cab02c,32,32,,crate12,64,64,,chem15,64,64,,crate01,64,64,,arcs06,32,16,,firing01,32,32,,lavahil1,64,64,,freon_fo,64,64,,exr01,64,64,,heatshm3,64,128,,heatshm3,64,128,,exy01,64,64
drone09,16,16,,cab02d,64,64,,crate13,64,64,,chem17,64,64,,crate02,64,64,,arena305,64,64,,firing03,32,32,,lavahil2,64,64,,grey,16,16,,exy01,64,64,,hovchp02,16,16,,hovchp01,32,64,,fire101,64,64
drone10,8,32,,cab02e,64,64,,crate14,64,64,,chem19,64,64,,crate03,64,64,,arena307,64,64,,firing05,64,64,,lavblen1,128,128,,gun_fre1,64,128,,fire101,64,64,,hovr,64,128,,hovchp02,16,16,,fire102,64,64
dsquish1,64,64,,cab02f,64,64,,craterash,32,32,,chem20,64,64,,crate04,64,64,,arena308,64,64,,flareblue,128,128,,lavblen2,64,64,,gun_nap1,64,128,,fire102,64,64,,icecol1,128,64,,hovr,64,128,,fire103,64,64
erfpgscl,16,32,,cab02g,64,64,,cratrim1,64,64,,chem21,64,64,,crate05,64,64,,arena317,64,64,,flarefirey,128,128,,lavhot1,128,128,,gun_nap4,32,64,,fire103,64,64,,icemound,256,128,,ldeshocker,32,64,,fire104,64,64
exb01,64,64,,cab02h,64,64,,cratrim2,64,64,,chem22,64,64,,crate06,64,64,,ash_dirt,16,16,,freonammo,32,64,,ldeshocker,32,64,,gun_nap5,32,16,,fire104,64,64,,ice_ocean,256,128,,ldesphere,128,128,,fire105,64,64
exg01,64,64,,cab02i,64,64,,drone01,16,32,,chem23,64,64,,crate07,64,64,,azdef01,32,32,,freon_fo,64,64,,ldesphere,128,128,,gun_son1,64,128,,fire105,64,64,,ldeshocker,32,32,,ldgun01,64,32,,fire106,64,64
exhaust,32,32,,cab02j,32,32,,drone02,16,32,,com01,128,32,,crate08,64,64,,aztec01,64,64,,grate1,128,64,,ldgun01,64,32,,gun_son2,64,64,,fire106,64,64,,ldesphere,64,64,,ldgun02,64,128,,fire107,64,64
expf01,64,64,,cab02k1,64,64,,drone03,8,32,,com02,32,32,,crate09,64,64,,aztec03,32,32,,grate2,128,64,,ldgun02,64,128,,gun_son3,64,64,,fire107,64,64,,ldgun01,64,32,,ldgun03,128,64,,fire108,64,64
expf02,64,64,,cab02k2,64,64,,drone04,16,32,,com03,32,32,,crate10,64,64,,aztec04,32,32,,grate3,128,64,,ldgun03,128,64,,hand1,16,32,,fire108,64,64,,ldgun02,64,128,,ldgun04,64,64,,fire109,64,64
expf03,64,64,,cab02k3,64,64,,drone05,32,32,,com04,32,32,,crate11,64,64,,aztec05,32,32,,grate4,32,32,,ldgun04,64,64,,hand2,16,16,,fire109,64,64,,ldgun03,128,64,,lflare1,64,64,,fire110,64,64
expf04,64,64,,cab02k4,32,32,,drone06,32,32,,com05,32,32,,crate12,64,64,,aztec06,32,32,,grated1,128,64,,lflare1,64,64,,hay1,64,64,,fire110,64,64,,ldgun04,64,64,,lflare2,64,64,,fire111,64,64
expf05,64,64,,cab02k5,32,32,,drone07,32,32,,com06,64,16,,crate13,64,64,,aztec11,32,32,,grey,16,16,,lflare2,64,64,,hay2,64,64,,fire111,64,64,,lflare1,32,32,,lflare3,32,32,,fire112,64,64
expf06,64,64,,cab02k6,32,32,,drone08,64,64,,com07,16,16,,crate14,64,64,,aztec12,32,32,,gun_fre1,64,128,,lflare3,32,32,,hbarrl,64,128,,fire112,64,64,,lflare2,32,32,,lflare4,64,64,,firing01,32,32
expf07,64,64,,cab02k7,32,32,,drone09,16,16,,com08,32,32,,cratersnow,64,64,,aztec13,32,32,,gun_nap1,64,128,,lflare4,64,64,,heatshm1,64,128,,firing01,32,32,,lflare3,16,16,,lgun01,64,32,,firing03,32,32
expf08,64,64,,cab02l,32,32,,drone10,8,32,,crate01,64,64,,drone01,16,32,,aztec15,32,32,,gun_nap4,32,64,,lgun01,64,32,,heatshm2,64,128,,firing03,32,32,,lflare4,32,32,,lgun02,64,128,,firing05,32,32
expf09,64,64,,cab02m,64,64,,dsquish1,64,64,,crate02,64,64,,drone02,16,32,,bardest,8,8,,gun_nap5,32,16,,lgun02,64,128,,heatshm3,64,128,,firing05,32,32,,lgun01,64,32,,lgun03,128,64,,flareblue,64,64
expf10,64,64,,cab02n,64,64,,erfpgscl,16,32,,crate03,64,64,,drone03,8,32,,barrier,64,64,,gun_son1,64,128,,lgun03,128,64,,hlite2,32,32,,flareblue,64,64,,lgun02,64,128,,lgun04,64,64,,flarefirey,64,64
expf11,64,64,,cab02o,32,32,,exb01,64,64,,crate04,64,64,,drone04,16,32,,beamred,16,32,,gun_son2,64,64,,lgun04,64,64,,hovr,64,128,,flarefirey,128,128,,lgun03,128,64,,lomissammo1,16,64,,frcgate1,64,64
expflash,64,64,,cab02p,32,32,,exg01,64,64,,crate05,64,64,,drone05,32,32,,beamyelo,16,32,,gun_son3,64,64,,lndlava1,128,128,,hway01,128,128,,freonammo,32,64,,lgun04,64,64,,lomissammo2,16,64,,freonammo,32,64
exp_med01,16,16,,cab02p1,32,32,,exhaust,32,32,,crate06,64,64,,drone06,32,32,,bldg_a01,64,64,,hand1,16,32,,lomissammo1,16,64,,hway02,128,32,,freon_fo,64,64,,lomissammo1,16,64,,lo_nuk01,32,128,,freon_fo,32,32
exp_med02,16,16,,cab02p2,32,32,,expf01,64,64,,crate07,64,64,,drone07,32,32,,bldg_a03,64,64,,hand2,16,16,,lomissammo2,16,64,,intun1,128,64,,grey,16,16,,lomissammo2,16,64,,m4canl3,128,128,,grey,16,16
exp_med03,32,32,,cab02p3,16,16,,expf02,64,64,,crate08,64,64,,drone08,64,64,,bldg_b01,64,64,,heatshm1,64,128,,lo_nuk01,32,128,,intun2,128,64,,gun_fre1,64,128,,lo_nuk01,64,64,,medwall1,128,128,,gun_fre1,64,128
exp_med04,32,32,,cab02p4,32,32,,expf03,64,64,,crate09,64,64,,drone09,16,16,,bldg_b03,32,32,,heatshm2,64,128,,m1gate15,16,128,,intun4,128,128,,gun_nap1,64,128,,m11crate01,128,64,,mine_ph1,64,64,,gun_nap1,64,128
exp_med05,32,32,,cab02p5,32,32,,expf04,64,64,,crate10,64,64,,drone10,8,32,,bldg_c02,64,64,,heatshm3,64,128,,m3brig02,64,128,,ldeshocker,32,64,,gun_nap4,32,64,,m11crate02,64,64,,mine_ph2,64,64,,gun_nap4,32,64
exp_med06,32,32,,cab02p6,32,32,,expf05,64,64,,crate11,64,64,,dsquish1,64,64,,bldg_d03,32,32,,hill1,256,256,,m3hall02,64,128,,ldesphere,128,128,,gun_nap5,32,16,,m11sky,256,128,,mine_rem,32,8,,gun_nap5,32,16
exp_med07,32,32,,cab02p7,32,32,,expf06,64,64,,crate12,64,64,,erfpgscl,16,32,,bldg_e02,32,32,,hovchp02,16,16,,m3sec01,64,128,,ldgun01,64,32,,gun_son1,64,128,,m11_berg,64,64,,missil01,128,16,,gun_son1,64,128
exr01,64,64,,cab02p8,64,64,,expf07,64,64,,crate13,64,64,,esub01,32,32,,bldg_g01,64,64,,hovr,64,128,,m3sec02,64,128,,ldgun02,64,128,,gun_son2,64,64,,m11_ice1,128,128,,missil02,64,32,,gun_son2,64,64
exy01,64,64,,cab02p9,32,32,,expf08,64,64,,crate14,64,64,,esub02,64,32,,bldg_g05,32,32,,lakecy10,64,64,,m3sec03,64,128,,ldgun03,128,64,,gun_son3,64,64,,m11_oceanbot,64,64,,missil03,64,32,,gun_son3,64,64
fire101,64,64,,cab02q,64,64,,expf09,64,64,,craterb4,64,64,,esub03,32,64,,bldg_h01,64,64,,lakecyc1,64,64,,mgat01,128,32,,ldgun04,64,64,,hand1,16,32,,m11_wall1,256,64,,missil04,16,16,,hand1,16,32
fire102,64,64,,cab02q2,64,64,,expf10,64,64,,cratercem,64,64,,esub04,32,32,,bldg_h02,64,64,,lakecyc2,64,64,,mgat02,128,32,,lflare1,64,64,,hand2,16,16,,m11_wall3,256,128,,missil05,128,16,,hand2,16,16
fire103,64,64,,cab02r,64,64,,expf11,64,64,,cratergrass,64,64,,esub05,32,16,,bldg_n01,64,64,,lakecyc3,64,64,,mgat03,128,32,,lflare2,64,64,,heatshm1,64,128,,m11_water1,64,64,,mort01,64,64,,heatshm1,64,128
fire104,64,64,,cab02s,64,64,,expflash,64,64,,cratergrav,64,64,,esub06,32,32,,bldg_n04,32,32,,lakecyc4,64,64,,mgat04,128,32,,lflare3,32,32,,heatshm2,64,128,,m11_water2,128,64,,mort02,64,64,,heatshm2,64,128
fire105,64,64,,cab02t,64,64,,exp_med01,16,16,,craterroad,64,64,,esub07,32,64,,bldg_p06,32,32,,lakecyc5,64,64,,mgat05,128,128,,lflare4,64,64,,heatshm3,64,128,,m11_water3,128,64,,mort03,32,128,,heatshm3,64,128
fire106,64,64,,cab02v1,64,64,,exp_med02,16,16,,craterston,64,64,,esub08,64,16,,bldg_s06,64,64,,lakecyc6,64,64,,mgat06,128,128,,lgun01,64,32,,hovr,64,128,,m11_water4,128,64,,mortammo1,32,128,,hovchp01,32,64
fire107,64,64,,cab02v4,32,32,,exp_med03,32,32,,dam01,64,128,,esub09,64,16,,bldg_s07,32,32,,lakecyc7,64,64,,mgat07,128,128,,lgun02,64,128,,hydrant,32,64,,mine_ph1,64,64,,mortammo2,32,128,,hovchp02,16,16
fire108,64,64,,cab02v5,16,16,,exp_med04,32,32,,dam02,32,128,,exb01,64,64,,bldg_top,64,64,,lakecyc8,64,64,,mgat08,128,128,,lgun03,128,64,,ldeshocker,32,64,,mine_ph2,64,64,,mortar,128,32,,hovr,64,128
fire109,64,64,,cab02w1,64,64,,exp_med05,32,32,,dam03,32,128,,exg01,64,64,,blood01,64,64,,lakecyc9,64,64,,mgat10,64,64,,lgun04,64,64,,ldesphere,128,128,,mine_rem,16,16,,mortgun2,64,32,,intun1,128,64
fire110,64,64,,cab02w2,64,64,,exp_med06,32,32,,dam04,64,64,,exhaust,32,32,,blst0001,16,32,,ldeshocker,32,64,,mgat14,32,32,,lomissammo1,16,64,,ldgun01,64,32,,missil01,128,16,,muzz_grn,64,64,,intun5,64,128
fire111,64,64,,cab02w3,64,64,,exp_med07,32,32,,dam05,32,128,,expf01,64,64,,blst0003,16,32,,ldesphere,128,128,,mgat15,64,64,,lomissammo2,16,64,,ldgun02,64,128,,missil02,64,32,,muzz_red,64,64,,lav_dirt,32,32
fire112,64,64,,cab02x,64,64,,exr01,64,64,,dam06,64,64,,expf02,64,64,,blst0005,16,32,,ldgun01,64,32,,mine_ph1,64,64,,lo_nuk01,32,128,,ldgun03,128,64,,missil03,64,32,,nanite,64,64,,ldeshocker,32,32
firing01,32,32,,cab02y1,64,64,,exy01,64,64,,damflow,64,128,,expf03,64,64,,boil04,64,64,,ldgun02,64,128,,mine_ph2,64,64,,m1cliff1,256,128,,ldgun04,64,64,,missil04,16,16,,nanite100,64,64,,ldesphere,64,64
firing03,32,32,,cab02y2,64,64,,fire101,64,64,,damrush,64,128,,expf04,64,64,,boil06,64,64,,ldgun03,128,64,,mine_rem,32,8,,m1gate12,128,64,,lflare1,64,64,,missil05,128,16,,nanocan,64,64,,ldgun01,64,32
firing05,32,32,,cab03a,64,64,,fire102,64,64,,dbrick01,32,32,,expf05,64,64,,boxexp01,32,32,,ldgun04,64,64,,missil01,128,16,,m1rock2,256,128,,lflare2,64,64,,mort01,64,64,,napammo,32,64,,ldgun02,64,128
flareblue,64,64,,cab03b,64,64,,fire103,64,64,,drone01,16,32,,expf06,64,64,,boxexp02,32,32,,lflare1,64,64,,missil02,64,32,,m1sky1,256,128,,lflare3,32,32,,mort02,64,64,,nlitening,64,16,,ldgun03,128,64
flarefirey,64,64,,cab03c,64,64,,fire104,64,64,,drone02,16,32,,expf07,64,64,,boxexp03,32,32,,lflare2,64,64,,missil03,64,32,,m9road09,128,128,,lflare4,64,64,,mort03,32,128,,nuke00,64,128,,ldgun04,64,64
frcgate1,64,64,,cab03d,32,32,,fire105,64,64,,drone03,8,32,,expf08,64,64,,boxexp04,32,32,,lflare3,32,32,,missil04,16,16,,mine_ph1,64,64,,lgun01,64,32,,mortammo1,32,128,,nuke01,64,128,,lflare1,32,32
frcgate2,128,64,,cab03e,16,16,,fire106,64,64,,drone04,16,32,,expf09,64,64,,boxexp05,32,32,,lflare4,64,64,,missil05,128,16,,mine_ph2,64,64,,lgun02,64,128,,mortammo2,32,128,,nuke02,64,128,,lflare2,32,32
frcgate3,32,64,,cab03g,32,32,,fire107,64,64,,drone05,32,32,,expf10,64,64,,boxexp06,32,32,,lgun01,64,32,,mort01,64,64,,mine_rem,32,8,,lgun03,128,64,,mortar,64,64,,nuke03,64,128,,lflare3,16,16
frcgate4,32,64,,canrock1,128,128,,fire108,64,64,,drone06,32,32,,expf11,64,64,,boxexp07,32,32,,lgun02,64,128,,mort02,64,64,,missil01,128,16,,lgun04,64,64,,mortgun2,32,32,,nuke04,128,128,,lflare4,32,32
frcgate5,32,128,,canyon1,64,64,,fire109,64,64,,drone07,32,32,,expflash,64,64,,boxexp08,32,32,,lgun03,128,64,,mort03,32,128,,missil02,64,32,,lomissammo1,16,64,,muzz_grn,32,32,,nuke05,64,128,,lgun01,64,32
frcgate6,32,64,,canyon5,64,64,,fire110,64,64,,drone08,64,64,,exp_med01,16,16,,boxexp09,32,32,,lgun04,64,64,,mortammo1,32,128,,missil03,64,32,,lomissammo2,16,64,,muzz_red,32,32,,nuke06,64,128,,lgun02,64,128
frcgate7,32,32,,cavern1,64,64,,fire111,64,64,,drone09,16,16,,exp_med02,16,16,,boxexp10,32,32,,lomissammo1,16,64,,mortammo2,32,128,,missil04,16,16,,lo_nuk01,32,128,,nanite,64,64,,nuke07,64,128,,lgun03,128,64
frcgate8,16,16,,cavern2,32,32,,fire112,64,64,,drone10,8,32,,exp_med03,32,32,,brain00,16,16,,lomissammo2,16,64,,mortar,128,32,,missil05,128,16,,mine_ph1,64,64,,nanite100,64,64,,nuke08,64,128,,lgun04,64,64
frcgen1,32,128,,cement02,64,64,,firing01,32,32,,dsquish1,64,64,,exp_med04,32,32,,brain01,32,32,,lo_nuk01,32,128,,mortgun2,64,32,,mnsand1,128,128,,mine_ph2,64,64,,nanocan,64,64,,nuke09,64,128,,lomissammo1,16,64
frcgen2,64,128,,cement03,64,64,,firing03,32,32,,d_wtur01,16,16,,exp_med05,32,32,,brain02,64,64,,minepit2,64,64,,muzz_grn,64,64,,mnsand2,128,128,,mine_rem,32,8,,napammo,32,64,,nuke10,64,128,,lomissammo2,16,64
frcgen3,64,64,,cement05,32,32,,firing05,32,32,,erfpgscl,16,32,,exp_med06,32,32,,brain03,64,64,,mine_ph1,64,64,,muzz_red,64,64,,mnsrd10,128,128,,missil01,128,16,,nlitening,32,32,,nuke11,64,128,,lo_nuk01,64,64
frcgen4,32,128,,com01,128,32,,flareblue,64,64,,exb01,64,64,,exp_med07,32,32,,brain04,64,64,,mine_ph2,64,64,,nanite,64,64,,mnsroad2,128,128,,missil02,64,32,,nuke00,32,64,,nuke12,64,128,,m1cliff1,256,128
freonammo,32,32,,com02,32,32,,flarefirey,64,64,,exg01,64,64,,exr01,64,64,,brain05,64,64,,mine_rem,32,8,,nanite100,64,64,,mnsroad9,128,128,,missil03,64,32,,nuke01,32,64,,nuke13,64,128,,mine_ph1,64,64
freon_fo,32,32,,com03,32,32,,freon01,64,16,,exhaust,32,32,,exy01,64,64,,brain06,64,64,,missil01,128,16,,nanocan,64,64,,mort01,64,64,,missil04,16,16,,nuke02,32,64,,nuke14,64,128,,mine_ph2,64,64
fuel01,128,128,,com04,32,32,,freon03,64,32,,expf01,64,64,,fire101,64,64,,brain07,64,64,,missil02,64,32,,napammo,32,64,,mort02,64,64,,missil05,128,16,,nuke03,32,64,,nuke15,64,128,,mine_rem,16,16
fuel02,32,32,,com05,32,32,,freon04,32,32,,expf02,64,64,,fire102,64,64,,brain08,64,64,,missil03,64,32,,nlitening,64,16,,mort03,32,128,,mort01,64,64,,nuke04,128,128,,nuke16,64,128,,missil01,128,16
fuel03,64,64,,com06,64,16,,freon05,32,32,,expf03,64,64,,fire103,64,64,,brain09,64,64,,missil04,16,16,,nsolid1,256,256,,mortammo1,32,128,,mort02,64,64,,nuke05,64,128,,nuke17,64,128,,missil02,64,32
fuel04,64,64,,com07,16,16,,freon06,16,32,,expf04,64,64,,fire104,64,64,,brain10,64,64,,missil05,128,16,,nuke00,64,128,,mortammo2,32,128,,mort03,32,128,,nuke06,64,128,,nuke18,64,128,,missil03,64,32
fuel05,64,64,,com08,32,32,,freonammo,32,32,,expf05,64,64,,fire105,64,64,,brain11,32,32,,mort01,64,64,,nuke01,64,128,,mortar,128,32,,mortammo1,32,128,,nuke07,64,128,,nuke19,64,128,,missil04,16,16
fuel06,32,64,,comstat1,64,64,,freon_fo,32,32,,expf06,64,64,,fire106,64,64,,brain12,32,32,,mort02,64,64,,nuke02,64,128,,mortgun2,64,32,,mortammo2,32,128,,nuke08,64,128,,nuke20,64,128,,missil05,128,16
fuel08,64,64,,comstat10,32,32,,ftur04,32,32,,expf07,64,64,,fire107,64,64,,brain13,32,32,,mort03,32,128,,nuke03,64,128,,muzz_grn,64,64,,mortar,128,32,,nuke09,64,128,,parachute,128,128,,mnsand1,128,128
fuel10,64,64,,comstat11,32,32,,ftur07,16,16,,expf08,64,64,,fire108,64,64,,brain14,32,32,,mortammo1,32,128,,nuke04,128,128,,muzz_red,64,64,,mortgun2,64,32,,nuke10,64,128,,phemgun1,64,128,,mnsroad9,64,64
fuel11,64,8,,comstat12,16,16,,ftur08,16,64,,expf09,64,64,,fire109,64,64,,brain15,64,64,,mortammo2,32,128,,nuke05,64,128,,nanite,64,64,,muzz_grn,64,64,,nuke11,64,128,,pock1,8,8,,mort01,64,64
fuel12,32,32,,comstat13,32,32,,ftur09,16,16,,expf10,64,64,,fire110,64,64,,brain16,64,64,,mortar,128,32,,nuke06,64,128,,nanite100,64,64,,muzz_red,64,64,,nuke12,64,128,,pock2,16,16,,mort02,64,64
fuel13,64,32,,comstat14,32,32,,geo01,64,64,,expf11,64,64,,fire111,64,64,,brain18,64,64,,mortgun2,64,32,,nuke07,64,128,,nanocan,64,64,,nanite,64,64,,nuke13,64,128,,pock3,32,32,,mort03,32,128
fuel16,64,128,,comstat15,16,16,,geo02,64,64,,expflash,64,64,,fire112,64,64,,brntur01,16,16,,muzz_grn,64,64,,nuke08,64,128,,napammo,32,64,,nanite100,64,64,,nuke14,64,128,,powerdstb,16,16,,mortammo1,32,128
fuel18,64,64,,comstat16,128,128,,geo03,64,64,,exp_med01,16,16,,firing01,32,32,,bsmkring,64,64,,muzz_red,64,64,,nuke09,64,128,,nlitening,64,16,,nanocan,64,64,,nuke15,64,128,,powrdest,32,32,,mortammo2,32,128
fueld01,32,64,,comstat17,32,32,,geo04,32,32,,exp_med02,16,16,,firing03,32,32,,bsmok1,32,32,,nanite,64,64,,nuke10,64,128,,nsand1,64,64,,napammo,32,64,,nuke16,64,128,,ptur_d02,16,32,,mortar,64,64
fueld02,64,64,,comstat18,32,32,,geo05,64,64,,exp_med03,32,32,,firing05,32,32,,bsmok2,32,32,,nanite100,64,64,,nuke11,64,128,,nsand2,64,64,,nlitening,64,16,,nuke17,64,128,,ptur_d03,32,32,,mortgun2,32,32
fueld03,32,16,,comstat19,32,32,,geo06,64,64,,exp_med04,32,32,,flareblue,64,64,,bsmok3,32,32,,nanocan,64,64,,nuke12,64,128,,nsand3,128,64,,nuke00,64,128,,nuke18,64,128,,qsnd01,64,64,,muzz_grn,32,32
fueld04,16,16,,comstat20,128,128,,geo07,64,64,,exp_med05,32,32,,flarefirey,64,64,,bsplsh02,16,32,,napammo,32,64,,nuke13,64,128,,nsand4,128,64,,nuke01,64,128,,nuke19,64,128,,qsnd02,64,64,,muzz_red,32,32
fueld05,64,64,,comstat4,32,32,,geo10a,32,32,,exp_med06,32,32,,frcsub12,64,128,,bsplsh04,16,32,,nlitening,64,16,,nuke14,64,128,,nuke00,64,128,,nuke02,64,128,,nuke20,64,128,,qsnd03,64,64,,nanite,64,64
fueld06,64,64,,comstat5,32,32,,geo10b,32,32,,exp_med07,32,32,,frcsub13,128,64,,bsplsh06,16,32,,nuke00,64,128,,nuke15,64,128,,nuke01,64,128,,nuke03,64,128,,parachute,128,128,,qsnd04,64,64,,nanite100,64,64
fueld07,32,32,,comstat6,32,32,,grey,8,8,,exr01,64,64,,frcsub14,64,64,,bsplsh08,16,32,,nuke01,64,128,,nuke16,64,128,,nuke02,64,128,,nuke04,128,128,,phemgun1,64,128,,qsnd05,64,64,,nanocan,64,64
fueld08,64,64,,comstat7,32,32,,gun_fre1,32,64,,exy01,64,64,,frcsub2,64,128,,bsplsh10,16,32,,nuke02,64,128,,nuke17,64,128,,nuke03,64,128,,nuke05,64,128,,pock1,8,8,,qsnd06,64,64,,napammo,32,64
gas6,32,64,,comstat8,32,32,,gun_nap1,32,64,,fence,64,64,,frcsub3,32,64,,bsplsh12,16,32,,nuke03,64,128,,nuke18,64,128,,nuke04,128,128,,nuke06,64,128,,pock2,16,16,,qsnd07,64,64,,nceil,32,32
gas9,16,64,,comstat9,16,16,,gun_nap4,16,32,,fire101,64,64,,frcsub4,32,64,,bsplsh14,16,32,,nuke04,128,128,,nuke19,64,128,,nuke05,64,128,,nuke07,64,128,,pock3,32,32,,rail01,128,64,,nlitening,32,32
